status,reason,source,title,begin,end,lat,lng,link
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Shenandoah","2025-10-18","2025-10-18","40.76585","-95.385054","https://www.mobilize.us/nokings/event/850307/"
"DROPPED","OUT_OF_WINDOW","mobilize","Andrea Baptiste Community Event at The Carousel","2025-10-03","2025-10-03","40.2493825","-75.6638346","https://www.mobilize.us/montgomerycountydemocraticcommittee/event/850308/"
"DROPPED","OUT_OF_WINDOW","mobilize","Canvassing Kick Off with John Cavanaugh","2025-10-04","2025-10-04","41.2587459","-95.9383758","https://www.mobilize.us/nebdems/event/850309/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Nampa, Idaho","2025-10-18","2025-10-18","43.5737361","-116.559631","https://www.mobilize.us/nokings/event/850310/"
"DROPPED","OUT_OF_WINDOW","mobilize","Husker Watch Party with John Cavanaugh","2025-10-11","2025-10-11","41.2641952","-96.0393047","https://www.mobilize.us/nebdems/event/850311/"
"DROPPED","OUT_OF_WINDOW","mobilize","Orangeburg County Community Conversations","2025-10-11","2025-10-11","33.4934324","-80.8579464","https://www.mobilize.us/savethechildrenactionnetwork/event/850313/"
"DROPPED","OUT_OF_WINDOW","mobilize","Protest the Cuts","2025-10-08","2025-10-08","40.4066005","-74.1279095","https://www.mobilize.us/indivisible/event/850315/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS 2!! Livonia","2025-10-18","2025-10-18","42.8217754","-77.6688208","https://www.mobilize.us/nokings/event/850322/"
"DROPPED","OUT_OF_WINDOW","mobilize","McClain County Monthly Meeting","2025-10-16","2025-10-16","35.1462709","-97.476443","https://www.mobilize.us/okdemocrats/event/850323/"
"DROPPED","OUT_OF_WINDOW","mobilize","Montgomery County Dems Monthly Meeting","2025-11-06","2025-11-06","38.0551567","-83.9399948","https://www.mobilize.us/kydems/event/850324/"
"DROPPED","OUT_OF_WINDOW","mobilize","KG Dems at the KG Fall Festival - Event Table","2025-10-11","2025-10-11","38.2765473","-77.1981488","https://www.mobilize.us/kinggeorgedemocrats/event/850327/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS: Line up for democracy Poolesville MD","2025-10-18","2025-10-18","39.1452046","-77.4116478","https://www.mobilize.us/nokings/event/850331/"
"DROPPED","OUT_OF_WINDOW","mobilize","Albuquerque, NM: Fall Farm Festival Tabling","2025-10-11","2025-10-11","34.9891842","-106.6965307","https://www.mobilize.us/fwa/event/850333/"
"DROPPED","OUT_OF_WINDOW","mobilize","Lets Taco 'Bout It | Karaoke & Petitions","2025-10-04","2025-10-04","41.6628788","-88.5371769","https://www.mobilize.us/indivisible/event/850337/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Ava","2025-10-18","2025-10-18","36.9519236","-92.6600096","https://www.mobilize.us/nokings/event/850338/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Erie, Pa","2025-10-18","2025-10-18","42.129543","-80.107521","https://www.mobilize.us/nokings/event/850342/"
"DROPPED","OUT_OF_WINDOW","mobilize","⭐️CDC COORDINATED EVENT: Avondale Honk & Wave, Canvass ⭐️","2025-10-04","2025-10-04","39.1014537","-84.5124602","https://www.mobilize.us/hamiltoncountydems/event/850343/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Wyandotte County","2025-10-18","2025-10-18","39.1286395","-94.8251154","https://www.mobilize.us/nokings/event/850344/"
"KEPT","GEO","mobilize","Sarasota 2025 Transgender Day of Remembrance Ceremony","2025-11-20","2025-11-20","27.3365805","-82.5308545","https://www.mobilize.us/equalityflorida/event/850345/"
"DROPPED","OUT_OF_WINDOW","mobilize","United Wednesday","2025-10-15","2025-10-15","43.0404827","-83.7041396","https://www.mobilize.us/mipeoplecampaign/event/850349/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Lihue, Kauai Hawaii","2025-10-18","2025-10-18","21.9696321","-159.3790847","https://www.mobilize.us/nokings/event/850352/"
"DROPPED","OUT_OF_WINDOW","mobilize","Warren Township Democratic Club","2025-10-09","2025-10-09","39.7683331","-86.1583502","https://www.mobilize.us/inmarioncountydemocraticparty/event/850353/"
"DROPPED","OUT_OF_WINDOW","mobilize","Knock Doors for Team Monmouth in Tinton Falls","2025-10-11","2025-10-11","40.2890734","-74.0927967","https://www.mobilize.us/ld11/event/850356/"
"DROPPED","OUT_OF_WINDOW","mobilize","Pike Township Democratic Club","2025-11-05","2025-11-05","39.7683331","-86.1583502","https://www.mobilize.us/inmarioncountydemocraticparty/event/850358/"
"DROPPED","OUT_OF_WINDOW","mobilize","Holyoke Against ICE/Holyoke Contra ICE","2025-10-06","2025-10-06","42.2065435","-72.6075062","https://www.mobilize.us/indivisiblenorthamptonswingleftwesternma/event/850359/"
"DROPPED","OUT_OF_WINDOW","mobilize","Mahwah Democrats Fundraiser","2025-10-04","2025-10-04","41.0958333","-74.1319443","https://www.mobilize.us/labrunoforassembly/event/850361/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS IN WACO! PROTEST AT FREEDOM CORNER!","2025-10-18","2025-10-18","31.5285194","-97.1702913","https://www.mobilize.us/mclennandems/event/850362/"
"DROPPED","OUT_OF_WINDOW","mobilize","Coffee and Bundt with Evan Hunt","2025-10-04","2025-10-04","33.1976496","-96.6154471","https://www.mobilize.us/ElectEvanHunt/event/850367/"
"DROPPED","OUT_OF_WINDOW","mobilize","Meet & Greet Listening Session with Colin Allred","2025-10-02","2025-10-02","26.2482583","-98.2420089","https://www.mobilize.us/texasaft/event/850369/"
"DROPPED","OUT_OF_WINDOW","mobilize","United Wednesday","2025-10-01","2025-10-01","43.0200711","-83.7178263","https://www.mobilize.us/mipeoplecampaign/event/850370/"
"DROPPED","OUT_OF_WINDOW","mobilize","Canvass with Meck Dems and Juan Diego in East Charlotte!","2025-10-18","2025-10-18","35.2140623","-80.7701283","https://www.mobilize.us/mecklenburgcountydems/event/850373/"
"DROPPED","OUT_OF_WINDOW","mobilize","YES ON PROP 50 - POSTCARD PARTY!","2025-10-12","2025-10-12","33.5320292","-117.702148","https://www.mobilize.us/dpoc/event/850376/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS WACO, Bridge Banner Protest","2025-10-18","2025-10-18","31.5248377","-97.1379989","https://www.mobilize.us/mclennandems/event/850377/"
"DROPPED","OUT_OF_WINDOW","mobilize","Durham Senior Dems Advocacy & Action Meeting","2025-10-08","2025-10-08","35.9825595","-78.8986372","https://www.mobilize.us/durhamcountydemocrats/event/850378/"
"DROPPED","OUT_OF_WINDOW","mobilize","Cypress-Tomball Democrats Monthly General Meeting - Speaker from Air Alliance Houston","2025-10-14","2025-10-14","29.9904128","-95.5927955","https://www.mobilize.us/hcdp/event/850379/"
"DROPPED","OUT_OF_WINDOW","mobilize","Fort Myers, FL: Affordable Energy Film Screening & Community Discussion","2025-10-09","2025-10-09","26.5493546","-81.8181664","https://www.mobilize.us/fww/event/850381/"
"DROPPED","OUT_OF_WINDOW","mobilize","Morrow County Solar Supporters","2025-10-06","2025-10-06","","","https://www.mobilize.us/ohiocitizenaction/event/850385/"
"DROPPED","OUT_OF_WINDOW","mobilize","Albemarle Downtown Trick or Treat","2025-10-30","2025-10-30","35.3500703","-80.197411","https://www.mobilize.us/stanlycountyncdems/event/850386/"
"DROPPED","OUT_OF_WINDOW","mobilize","Shakopee Issues Door Knock","2025-10-07","2025-10-07","44.7980186","-93.5268986","https://www.mobilize.us/dfl/event/850388/"
"DROPPED","OUT_OF_WINDOW","mobilize","Cypress-Tomball Democrats General monthly meeting - Special speaker: Author Douglas Brinkley","2025-11-11","2025-11-11","29.9904128","-95.5927955","https://www.mobilize.us/hcdp/event/850390/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Grafton MA","2025-10-18","2025-10-18","42.2063399","-71.6853877","https://www.mobilize.us/nokings/event/850391/"
"DROPPED","OUT_OF_WINDOW","mobilize","Cottage Grove Issues Knock","2025-10-12","2025-10-12","44.8277446","-92.9438218","https://www.mobilize.us/dfl/event/850392/"
"DROPPED","OUT_OF_WINDOW","mobilize","Gastonia Ward 2 Canvas with Glenn Sliverman","2025-10-18","2025-10-18","35.2622654","-81.1838186","https://www.mobilize.us/gastoncountydemocrats/event/850395/"
"DROPPED","OUT_OF_WINDOW","mobilize","SD47 Day of Action - Knock Doors with Amanda Hemmingsen-Jaeger","2025-10-19","2025-10-19","44.915423","-92.9475662","https://www.mobilize.us/dfl/event/850396/"
"DROPPED","OUT_OF_WINDOW","mobilize","Gastonia Ward 2 Canvas with Glenn Sliverman","2025-10-19","2025-10-19","35.2622654","-81.1838186","https://www.mobilize.us/gastoncountydemocrats/event/850397/"
"DROPPED","OUT_OF_WINDOW","mobilize","Rose Lounsbury for Ohio House Campaign Kickoff","2025-10-15","2025-10-15","39.7101363","-84.1707355","https://www.mobilize.us/montgomerycountyohdems/event/850398/"
"DROPPED","OUT_OF_WINDOW","mobilize","Gastonia Ward 2 Canvas with Glenn Sliverman","2025-10-25","2025-10-25","35.2622654","-81.1838186","https://www.mobilize.us/gastoncountydemocrats/event/850399/"
"DROPPED","OUT_OF_WINDOW","mobilize","No Kings Rally","2025-10-18","2025-10-18","36.5054351","-81.1207588","https://www.mobilize.us/alleghanycountydemocrats/event/850400/"
"DROPPED","OUT_OF_WINDOW","mobilize","City of Knoxville Election Phone Bank!","2025-10-17","2025-10-17","35.9073934","-84.0061661","https://www.mobilize.us/tappactioncouncils/event/850401/"
"DROPPED","OUT_OF_WINDOW","mobilize","Gastonia Ward 2 Canvas with Glenn Sliverman","2025-10-26","2025-10-26","35.2622654","-81.1838186","https://www.mobilize.us/gastoncountydemocrats/event/850402/"
"DROPPED","OUT_OF_WINDOW","mobilize","Shelby LGBTQ Reading Group","2025-10-25","2025-10-25","38.2222834","-85.347677","https://www.mobilize.us/kftc/event/850405/"
"DROPPED","OUT_OF_WINDOW","mobilize","Team Monmouth/Victory 2025 Canvass Launch in Long Branch","2025-10-04","2025-10-04","40.3042778","-73.9923596","https://www.mobilize.us/ld11/event/850406/"
"DROPPED","OUT_OF_WINDOW","mobilize","Simmons and Bailey for Assembly Pitman Canvass","2025-10-12","2025-10-12","39.7332171","-75.1315753","https://www.mobilize.us/sjdems3/event/850409/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Macomb","2025-10-18","2025-10-18","42.5653794","-83.0298239","https://www.mobilize.us/nokings/event/850410/"
"DROPPED","OUT_OF_WINDOW","mobilize","LD 3 Community Canvass","2025-11-01","2025-11-01","33.4942189","-111.926018","https://www.mobilize.us/ld3democrats/event/850411/"
"DROPPED","OUT_OF_WINDOW","mobilize","Collect Signatures at the OFUPAC Signature Collection Drive","2025-10-01","2025-10-01","39.9579672","-82.9697428","https://www.mobilize.us/columbussafetycollectivecampaign/event/850416/"
"DROPPED","OUT_OF_WINDOW","mobilize","Eagan Issues Door Knock","2025-10-14","2025-10-14","44.818173","-93.1659179","https://www.mobilize.us/dfl/event/850419/"
"DROPPED","OUT_OF_WINDOW","mobilize","Simmons and Bailey for Assembly Canvass Clayton Canvass","2025-10-18","2025-10-18","39.6566525","-75.0516468","https://www.mobilize.us/sjdems3/event/850420/"
"DROPPED","OUT_OF_WINDOW","mobilize","Collect Signatures at the MECCA Beverage House Fundraiser for CSCC","2025-10-08","2025-10-08","39.9821064","-82.9608496","https://www.mobilize.us/columbussafetycollectivecampaign/event/850421/"
"DROPPED","OUT_OF_WINDOW","mobilize","Step To The Polls: Hustle + Flow with Mary Sheffield","2025-10-04","2025-10-04","42.4122665","-83.1604435","https://www.mobilize.us/marysheffieldfordetroitsfuture/event/850422/"
"DROPPED","OUT_OF_WINDOW","mobilize","Collect Signatures at the Hoops for Hope Event","2025-10-11","2025-10-11","39.9441399","-82.9491826","https://www.mobilize.us/columbussafetycollectivecampaign/event/850424/"
"DROPPED","OUT_OF_WINDOW","mobilize","10/1/2025-Calvert and Republicans own Government Shutdown Rally. Democrats of the Desert","2025-10-01","2025-10-01","33.7284785","-116.3808652","https://www.mobilize.us/cadems/event/850425/"
"DROPPED","OUT_OF_WINDOW","mobilize","Northfield Issues Door Knock","2025-10-27","2025-10-27","44.4582041","-93.161159","https://www.mobilize.us/dfl/event/850426/"
"DROPPED","OUT_OF_WINDOW","mobilize","GOTV (Get Out The Vote) Strategy Session in HD-82!","2025-10-01","2025-10-01","37.2181481","-77.3999005","https://www.mobilize.us/spanbergerforgovernor/event/850429/"
"DROPPED","OUT_OF_WINDOW","mobilize","Collect Signatures at the Community Pride Festival","2025-10-11","2025-10-11","39.9697038","-82.9810587","https://www.mobilize.us/columbussafetycollectivecampaign/event/850430/"
"DROPPED","OUT_OF_WINDOW","mobilize","GOTV (Get Out The Vote) Strategy Session in Williamsburg","2025-10-01","2025-10-01","37.2861685","-76.7141498","https://www.mobilize.us/spanbergerforgovernor/event/850432/"
"DROPPED","OUT_OF_WINDOW","mobilize","YES! YES! YES! for Reproductive Freedom Rally","2025-10-11","2025-10-11","40.1110194","-75.2887369","https://www.mobilize.us/montgomerycountydemocraticcommittee/event/850434/"
"DROPPED","OUT_OF_WINDOW","mobilize","Emmer Do Better - Moms Demand Action Chaska Protest","2025-10-04","2025-10-04","44.834516","-93.5980417","https://www.mobilize.us/dfl/event/850437/"
"DROPPED","OUT_OF_WINDOW","mobilize","Pro-Democracy Community Action Potluck","2025-10-12","2025-10-12","47.2205672","-122.5545342","https://www.mobilize.us/upwaindivisible/event/850439/"
"KEPT","GEO","mobilize","Democratic Friendsgiving Forum","2025-11-20","2025-11-20","44.0788834","-103.2299799","https://www.mobilize.us/sddp/event/850440/"
"DROPPED","OUT_OF_WINDOW","mobilize","Family Game Night with Regina Clay!","2025-10-07","2025-10-07","39.2194095","-76.8726159","https://www.mobilize.us/friends of regina clay/event/850441/"
"DROPPED","OUT_OF_WINDOW","mobilize","50 for 50 Bridges","2025-10-03","2025-10-03","38.5751826","-121.5449526","https://www.mobilize.us/indivisibleyolo/event/850445/"
"DROPPED","OUT_OF_WINDOW","mobilize","La Crescent MN","2025-10-18","2025-10-18","43.8255838","-91.3051683","https://www.mobilize.us/nokings/event/850447/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Clarinda","2025-10-18","2025-10-18","40.7382677","-95.0378518","https://www.mobilize.us/nokings/event/850449/"
"DROPPED","OUT_OF_WINDOW","mobilize","KNOCK DOORS EVERY OTHER SATURDAY IN UNION COUNTY (New Providence) for New Jersey Democrats","2025-10-04","2025-10-04","40.6984348","-74.4015405","https://www.mobilize.us/njvictory2025/event/850450/"
"DROPPED","OUT_OF_WINDOW","mobilize","Canvass with Cynthia Stone and Brian Hacker in Matthews!","2025-10-11","2025-10-11","35.1159532","-80.7224386","https://www.mobilize.us/cynthiastoneforcms/event/850452/"
"DROPPED","OUT_OF_WINDOW","mobilize","Get Out the Vote Kickoff with Mayor Carter and Sen. Smith","2025-10-11","2025-10-11","44.9604607","-93.086595","https://www.mobilize.us/melvincarterforstpaul/event/850453/"
"DROPPED","OUT_OF_WINDOW","mobilize","Canvass with Cynthia Stone and Brian Hacker in Matthews!","2025-10-04","2025-10-04","35.1159532","-80.7224386","https://www.mobilize.us/cynthiastoneforcms/event/850454/"
"DROPPED","OUT_OF_WINDOW","mobilize","Fox Valley Rising General Meeting","2025-10-22","2025-10-22","41.8500284","-88.3125738","https://www.mobilize.us/indivisible/event/850458/"
"DROPPED","OUT_OF_WINDOW","mobilize","Riner, VA Turnips!","2025-10-06","2025-10-06","37.068205","-80.4406842","https://www.mobilize.us/endhunger/event/850459/"
"DROPPED","OUT_OF_WINDOW","mobilize","Book Discussion","2025-11-02","2025-11-02","41.6085693","-71.0735476","https://www.mobilize.us/indivisible/event/850460/"
"DROPPED","OUT_OF_WINDOW","mobilize","KNOCK DOORS EVERY SUNDAY IN UNION COUNTY (Berkeley Heights) for New Jersey Democrats","2025-10-05","2025-10-05","40.6942868","-74.4236191","https://www.mobilize.us/njvictory2025/event/850462/"
"DROPPED","OUT_OF_WINDOW","mobilize","The Uncancelled Debate: Town Hall on Women's Issues with LD23 Assembly Candidates","2025-10-14","2025-10-14","40.5405883","-74.5953674","https://www.mobilize.us/njdacc/event/850465/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Lawrence, Kansas","2025-10-18","2025-10-18","38.973113","-95.2382729","https://www.mobilize.us/nokings/event/850467/"
"DROPPED","OUT_OF_WINDOW","mobilize","KNOCK DOORS EVERY SUNDAY IN UNION COUNTY (Springfield) for New Jersey Democrats","2025-10-05","2025-10-05","40.7028474","-74.3137232","https://www.mobilize.us/njvictory2025/event/850468/"
"DROPPED","OUT_OF_WINDOW","mobilize","Yes on 50 Overpass Action -  Aromas Bridge Brigade","2025-10-04","2025-10-04","36.8763996","-121.6430036","https://www.mobilize.us/indivisible/event/850469/"
"DROPPED","OUT_OF_WINDOW","mobilize","Oglethorpe Democrats BBQ and Fall Social","2025-10-25","2025-10-25","33.9054095","-83.2173257","https://www.mobilize.us/georgiademocrats/event/850470/"
"DROPPED","OUT_OF_WINDOW","mobilize","One Year to Win:  Waunakee Area Community Messaging and Organizing for 2026","2025-11-03","2025-11-03","43.1919623","-89.4548402","https://www.mobilize.us/wisdems/event/850471/"
"KEPT","GEO","mobilize","11/13 Holyoke Chapter Meeting","2025-11-13","2025-11-13","42.2071184","-72.6075851","https://www.mobilize.us/n2nma/event/850472/"
"DROPPED","OUT_OF_WINDOW","mobilize","Phonebank with Team Erika!","2025-10-05","2025-10-05","","","https://www.mobilize.us/electerikaevans/event/850476/"
"DROPPED","OUT_OF_WINDOW","mobilize","Protest Safely: Training in Legal Rights, De-escalation, and Crowd Safety","2025-10-08","2025-10-08","35.5873834","-82.4914791","https://www.mobilize.us/indivisibleasheville/event/850479/"
"DROPPED","OUT_OF_WINDOW","mobilize","Doorknock with Team Erika and IBEW 46!","2025-10-04","2025-10-04","47.6038321","-122.330062","https://www.mobilize.us/electerikaevans/event/850480/"
"KEPT","GEO","mobilize","Lancaster Dems Holiday Party","2025-12-16","2025-12-16","40.7488813","-96.7003602","https://www.mobilize.us/nebdems/event/850487/"
"DROPPED","OUT_OF_WINDOW","mobilize","Join Team Erika at Fremont Neighborhood Council!","2025-09-30","2025-09-30","47.6038321","-122.330062","https://www.mobilize.us/electerikaevans/event/850489/"
"DROPPED","OUT_OF_WINDOW","mobilize","University of Arizona College Democrats - Career Night Mixer!","2025-10-08","2025-10-08","32.233223","-110.952689","https://www.mobilize.us/pimadems/event/850490/"
"DROPPED","OUT_OF_WINDOW","mobilize","Phone Bank with Earnadette Powell-Farrar for HD 50!","2025-10-02","2025-10-02","36.7993087","-78.458331","https://www.mobilize.us/bluewavevirginia/event/850494/"
"DROPPED","OUT_OF_WINDOW","mobilize","Prop 50 Canvass - South San Francisco","2025-10-05","2025-10-05","37.6441057","-122.4266037","https://www.mobilize.us/ca-wfp/event/850495/"
